EB_EB_INdt;SM1;SM2;SM3;SM4;SM5
20.01.2017;NA;NA;NA;NA;NA
21.01.2017;NA;NA;NA;NA;NA
22.01.2017;NA;NA;NA;NA;NA
23.01.2017;NA;NA;NA;NA;NA
24.01.2017;NA;NA;NA;NA;NA
25.01.2017;NA;NA;NA;NA;NA
26.01.2017;NA;NA;NA;NA;NA
27.01.2017;NA;NA;NA;NA;NA
28.01.2017;NA;NA;NA;NA;NA
29.01.2017;NA;NA;NA;NA;NA
30.01.2017;NA;NA;NA;NA;NA
31.01.2017;NA;NA;NA;NA;NA
01.02.2017;NA;NA;NA;NA;NA
02.02.2017;NA;NA;NA;NA;NA
03.02.2017;NA;NA;NA;NA;NA
04.02.2017;NA;NA;NA;NA;NA
05.02.2017;NA;NA;NA;NA;NA
06.02.2017;NA;NA;NA;NA;NA
07.02.2017;NA;NA;NA;NA;NA
08.02.2017;NA;NA;NA;NA;NA
09.02.2017;NA;NA;NA;NA;NA
10.02.2017;NA;NA;NA;NA;NA
11.02.2017;NA;NA;NA;NA;NA
12.02.2017;NA;NA;NA;NA;NA
13.02.2017;NA;NA;NA;NA;NA
14.02.2017;NA;NA;NA;NA;NA
15.02.2017;NA;NA;NA;NA;NA
16.02.2017;NA;NA;NA;NA;NA
17.02.2017;NA;NA;NA;NA;NA
18.02.2017;NA;NA;NA;NA;NA
19.02.2017;NA;NA;NA;NA;NA
20.02.2017;NA;NA;NA;NA;NA
21.02.2017;NA;NA;NA;NA;NA
22.02.2017;NA;NA;NA;NA;NA
23.02.2017;NA;NA;NA;NA;NA
24.02.2017;NA;NA;NA;NA;NA
25.02.2017;NA;NA;NA;NA;NA
26.02.2017;NA;NA;NA;NA;NA
27.02.2017;NA;NA;NA;NA;NA
28.02.2017;NA;NA;NA;NA;NA
01.03.2017;NA;NA;NA;NA;NA
02.03.2017;NA;NA;NA;NA;NA
03.03.2017;NA;NA;NA;NA;NA
04.03.2017;NA;NA;NA;NA;NA
05.03.2017;NA;NA;NA;NA;NA
06.03.2017;NA;NA;NA;NA;NA
07.03.2017;NA;NA;NA;NA;NA
08.03.2017;NA;NA;NA;NA;NA
09.03.2017;NA;NA;NA;NA;NA
10.03.2017;NA;NA;NA;NA;NA
11.03.2017;NA;NA;NA;NA;NA
12.03.2017;NA;NA;NA;NA;NA
13.03.2017;NA;NA;NA;NA;NA
14.03.2017;NA;NA;NA;NA;NA
15.03.2017;NA;NA;NA;NA;NA
16.03.2017;NA;NA;NA;NA;NA
17.03.2017;NA;NA;NA;NA;NA
18.03.2017;NA;NA;NA;NA;NA
19.03.2017;0,284732981;0,25354208;NA;NA;NA
20.03.2017;0,324919425;0,25687923;0,297408217;0,332595145;NA
21.03.2017;0,362696079;0,263232352;0,331505068;0,349765194;NA
22.03.2017;0,362386992;0,265604691;0,361815087;0,401253131;NA
23.03.2017;0,355042455;0,278266965;0,354799781;0,37455889;NA
24.03.2017;0,350674301;0,292426853;0,352898902;0,361627312;0,310199229
25.03.2017;0,345324331;0,290792479;0,350366324;0,34895609;0,307744021
26.03.2017;0,338703544;0,289298778;0,339767597;0,342588461;0,304325446
27.03.2017;0,33513387;0,287778707;0,336372143;0,338884532;0,301848629
28.03.2017;0,331185176;0,286675387;0,334690998;0,336091204;0,300065197
29.03.2017;0,327944577;0,285730091;0,332639493;0,333402469;0,298284454
30.03.2017;0,322965153;0,287139496;0,33049813;0,332773668;0,298390389
31.03.2017;0,318574478;0,288687414;0,329010858;0,331536383;0,297705348
01.04.2017;0,314347022;0,287077826;0,325627715;0,325979058;0,295057969
02.04.2017;0,311585782;0,286385225;0,32329857;0,323049153;0,293316841
03.04.2017;0,320566469;0,291747599;0,324601059;0,336013835;0,306194464
04.04.2017;0,332775084;0,300721528;0,330577767;0,347771696;0,31941374
05.04.2017;0,302519954;0,276044251;0,329812679;0,341222306;0,313909869
06.04.2017;0,296367236;0,2808061;0,327576857;0,345204623;0,317433599
07.04.2017;0,301836982;0,289838055;0,331160022;0,341204672;0,312874785
08.04.2017;0,306964481;0,293233615;0,331167673;0,33893763;0,309124485
