GW_GW_INdt;SM1;SM2;SM3;SM4;SM5
29.12.2016;NA;NA;NA;NA;NA
30.12.2016;NA;NA;NA;NA;NA
31.12.2016;NA;NA;NA;NA;NA
01.01.2017;NA;NA;NA;NA;NA
02.01.2017;NA;NA;NA;NA;NA
03.01.2017;NA;NA;NA;NA;NA
04.01.2017;NA;NA;NA;NA;NA
05.01.2017;NA;NA;NA;NA;NA
06.01.2017;NA;NA;NA;NA;NA
07.01.2017;NA;NA;NA;NA;NA
08.01.2017;NA;NA;NA;NA;NA
09.01.2017;NA;NA;NA;NA;NA
10.01.2017;NA;NA;NA;NA;NA
11.01.2017;NA;NA;NA;NA;NA
12.01.2017;NA;NA;NA;NA;NA
13.01.2017;NA;NA;NA;NA;NA
14.01.2017;NA;NA;NA;NA;NA
15.01.2017;NA;NA;NA;NA;NA
16.01.2017;NA;NA;NA;NA;NA
17.01.2017;NA;NA;NA;NA;NA
18.01.2017;NA;NA;NA;NA;NA
19.01.2017;NA;NA;NA;NA;NA
20.01.2017;NA;NA;NA;NA;NA
21.01.2017;NA;NA;NA;NA;NA
22.01.2017;NA;NA;NA;NA;NA
23.01.2017;NA;NA;NA;NA;NA
24.01.2017;NA;NA;NA;NA;NA
25.01.2017;NA;NA;NA;NA;NA
26.01.2017;NA;NA;NA;NA;NA
27.01.2017;NA;NA;NA;NA;NA
28.01.2017;NA;NA;NA;NA;NA
29.01.2017;NA;NA;NA;NA;NA
30.01.2017;NA;NA;NA;NA;NA
31.01.2017;NA;NA;NA;NA;NA
01.02.2017;NA;NA;NA;NA;NA
02.02.2017;NA;NA;NA;NA;NA
03.02.2017;NA;NA;NA;NA;NA
04.02.2017;NA;NA;NA;NA;NA
05.02.2017;NA;NA;NA;NA;NA
06.02.2017;NA;NA;NA;NA;NA
07.02.2017;NA;NA;NA;NA;NA
08.02.2017;NA;NA;NA;NA;NA
09.02.2017;NA;NA;NA;NA;NA
10.02.2017;NA;NA;NA;NA;NA
11.02.2017;NA;NA;NA;NA;NA
12.02.2017;NA;NA;NA;NA;NA
13.02.2017;NA;NA;NA;NA;NA
14.02.2017;NA;NA;NA;NA;NA
15.02.2017;NA;NA;NA;NA;NA
16.02.2017;NA;NA;NA;NA;NA
17.02.2017;NA;NA;NA;NA;NA
18.02.2017;NA;NA;NA;NA;NA
19.02.2017;NA;NA;NA;NA;NA
20.02.2017;NA;NA;NA;NA;NA
21.02.2017;NA;NA;NA;NA;NA
