GW_GW_EXdt;SM1;SM2;SM3;SM4;SM5
20.11.2016;0,360024356;0,466757202;0,325090999;0,460883955;0,505421924
21.11.2016;0,355400051;0,459272484;0,323648385;0,448326038;NA
22.11.2016;0,353192964;0,455292455;0,322563256;0,440318436;NA
23.11.2016;0,351172849;0,451403031;NA;0,436323517;NA
24.11.2016;0,349921128;0,449328592;NA;0,434579529;NA
25.11.2016;0,348703341;0,449323829;NA;0,431757338;NA
26.11.2016;0,348972576;0,447654617;NA;NA;NA
27.11.2016;0,351231213;0,44939291;NA;NA;NA
28.11.2016;0,353669536;0,449272268;NA;NA;NA
29.11.2016;0,33104578;0,442257026;NA;NA;NA
30.11.2016;NA;0,435744207;NA;NA;NA
01.12.2016;NA;0,431929547;NA;NA;NA
02.12.2016;NA;0,429326316;NA;NA;NA
03.12.2016;NA;0,424163333;NA;NA;NA
04.12.2016;NA;NA;NA;NA;NA
05.12.2016;NA;NA;NA;NA;NA
06.12.2016;NA;NA;NA;NA;NA
07.12.2016;NA;NA;NA;NA;NA
08.12.2016;NA;NA;NA;NA;NA
09.12.2016;NA;NA;NA;NA;NA
10.12.2016;NA;NA;NA;NA;NA
11.12.2016;NA;NA;NA;NA;NA
12.12.2016;NA;NA;NA;NA;NA
13.12.2016;NA;NA;NA;NA;NA
14.12.2016;NA;NA;NA;NA;NA
15.12.2016;NA;NA;NA;NA;NA
16.12.2016;NA;NA;NA;NA;NA
17.12.2016;NA;NA;NA;NA;NA
18.12.2016;NA;NA;NA;NA;NA
19.12.2016;NA;NA;NA;NA;NA
20.12.2016;NA;NA;NA;NA;NA
21.12.2016;NA;NA;NA;NA;NA
22.12.2016;NA;NA;NA;NA;NA
23.12.2016;NA;NA;NA;NA;NA
24.12.2016;NA;NA;NA;NA;NA
25.12.2016;NA;NA;NA;NA;NA
26.12.2016;0,280423634;NA;NA;NA;NA
27.12.2016;0,295597738;NA;NA;NA;NA
28.12.2016;NA;NA;NA;NA;NA
29.12.2016;NA;NA;NA;NA;NA
30.12.2016;NA;NA;NA;NA;NA
31.12.2016;NA;NA;NA;NA;NA
01.01.2017;NA;NA;NA;NA;NA
02.01.2017;NA;NA;NA;NA;NA
03.01.2017;NA;NA;NA;NA;NA
04.01.2017;NA;NA;NA;NA;NA
05.01.2017;NA;NA;NA;NA;NA
06.01.2017;NA;NA;NA;NA;NA
07.01.2017;NA;NA;NA;NA;NA
08.01.2017;NA;NA;NA;NA;NA
09.01.2017;NA;NA;NA;NA;NA
10.01.2017;NA;NA;NA;NA;NA
11.01.2017;NA;NA;NA;NA;NA
12.01.2017;NA;NA;NA;NA;NA
13.01.2017;NA;NA;NA;NA;NA
14.01.2017;NA;NA;NA;NA;NA
15.01.2017;NA;NA;NA;NA;NA
16.01.2017;NA;NA;NA;NA;NA
17.01.2017;NA;NA;NA;NA;NA
18.01.2017;NA;NA;NA;NA;NA
19.01.2017;NA;NA;NA;NA;NA
20.01.2017;NA;NA;NA;NA;NA
21.01.2017;NA;NA;NA;NA;NA
22.01.2017;NA;NA;NA;NA;NA
23.01.2017;NA;NA;NA;NA;NA
24.01.2017;NA;NA;NA;NA;NA
25.01.2017;NA;NA;NA;NA;NA
26.01.2017;NA;NA;NA;NA;NA
27.01.2017;NA;NA;NA;NA;NA
28.01.2017;NA;NA;NA;NA;NA
29.01.2017;NA;NA;NA;NA;NA
30.01.2017;NA;NA;NA;NA;NA
31.01.2017;NA;NA;NA;NA;NA
01.02.2017;NA;NA;NA;NA;NA
02.02.2017;NA;NA;NA;NA;NA
03.02.2017;NA;NA;NA;NA;NA
04.02.2017;NA;NA;NA;NA;NA
05.02.2017;NA;NA;NA;NA;NA
06.02.2017;NA;NA;NA;NA;NA
07.02.2017;NA;NA;NA;NA;NA
08.02.2017;NA;NA;NA;NA;NA
09.02.2017;NA;NA;NA;NA;NA
10.02.2017;NA;NA;NA;NA;NA
11.02.2017;NA;NA;NA;NA;NA
12.02.2017;NA;NA;NA;NA;NA
13.02.2017;NA;NA;NA;NA;NA
14.02.2017;NA;NA;NA;NA;NA
15.02.2017;NA;NA;NA;NA;NA
16.02.2017;NA;NA;NA;NA;NA
17.02.2017;NA;NA;NA;NA;NA
18.02.2017;NA;NA;NA;NA;NA
19.02.2017;NA;NA;NA;NA;NA
20.02.2017;NA;NA;NA;NA;NA
21.02.2017;NA;NA;NA;NA;NA
22.02.2017;NA;NA;NA;NA;NA
23.02.2017;NA;NA;NA;NA;NA
24.02.2017;NA;NA;NA;NA;NA
25.02.2017;NA;NA;NA;NA;NA
26.02.2017;NA;NA;NA;NA;NA
27.02.2017;NA;NA;NA;NA;NA
28.02.2017;NA;NA;0,351555318;NA;NA
01.03.2017;NA;NA;0,360794638;0,236414368;NA
02.03.2017;0,395607319;0,292111547;0,389909494;0,246764973;NA
03.03.2017;0,379587028;0,296377592;0,333343563;0,226025222;NA
04.03.2017;0,401971445;0,30491558;0,370796011;0,292055154;NA
05.03.2017;0,418666736;0,315636143;0,386514149;0,412167354;NA
06.03.2017;0,376642582;0,326267997;0,370581981;0,460614716;NA
07.03.2017;0,350199838;0,358576756;0,330769463;0,387642329;NA
08.03.2017;0,345196351;0,370057849;0,31906817;0,380106811;NA
09.03.2017;0,352156496;0,396686875;0,340916303;0,431171685;NA
10.03.2017;0,351854627;0,368331063;0,331044168;0,434777429;0,299682802
11.03.2017;0,344766905;0,33630653;0,308256311;0,364502732;0,316084953
12.03.2017;0,342942882;0,332582338;0,307713794;0,354083635;0,321399777
13.03.2017;0,340272694;0,323179405;0,301489733;0,348076783;0,311642356
14.03.2017;0,340212313;0,32015847;0,29481312;0,347934604;0,312029421
15.03.2017;0,339789977;0,316055178;0,2897265;0,339690437;0,31162742
16.03.2017;0,33925347;0,312784972;0,285289251;0,333298846;0,310959274
17.03.2017;0,339463724;0,311385829;0,283439429;0,330584567;0,306527668
18.03.2017;0,342254454;0,326707512;0,294219491;0,343822359;0,309219695
19.03.2017;0,348873343;0,361410585;0,305571474;0,3575809;0,325427437
20.03.2017;0,345216478;0,347870007;0,296361606;0,344979454;0,324317659
21.03.2017;0,343603488;0,342090985;0,293094353;0,33980101;0,322138118
22.03.2017;0,345866934;0,35518642;0,299187073;0,352262959;0,318174952
23.03.2017;0,345876699;0,350962655;0,295951209;0,348555785;0,325054575
24.03.2017;0,343412048;0,345103954;0,293943995;0,34270622;0,324473742
25.03.2017;0,343562571;0,341316723;0,29102961;0,338693805;0,322805371
26.03.2017;0,340817384;0,336090917;0,286416905;0,332227493;0,321593158
27.03.2017;0,340658015;0,331004982;0,282954091;0,327498527;0,321045593
28.03.2017;0,340578384;0,326532606;0,277240085;0,321355004;0,318268184
29.03.2017;0,338591751;0,322081675;0,272812402;0,314901741;0,315706645
30.03.2017;0,332183312;0,317968185;0,265894968;0,306246195;0,313224074
31.03.2017;0,302474464;0,311821867;0,252683416;0,292117356;0,309904422
01.04.2017;0,266249328;0,303909644;0,237255191;0,276533682;0,305375746
