EB_EB_EXdt;SM1;SM2;SM3;SM4;SM5
27.11.2016;0,519272155;0,464387269;0,380842803;0,594513947;0,546927202
28.11.2016;0,508382694;0,460804925;0,37775232;0,585397667;0,545242188
29.11.2016;NA;0,447285055;0,36831683;0,557372129;0,533686094
30.11.2016;NA;0,415687317;0,347441137;0,528310193;0,521731672
01.12.2016;NA;0,396125181;0,33428383;0,519810189;0,512233765
02.12.2016;NA;0,389868021;0,31124832;0,493935368;0,504808994
03.12.2016;NA;0,370402318;NA;NA;0,449424186
04.12.2016;NA;0,345857861;NA;NA;0,392740185
05.12.2016;NA;0,33660329;NA;NA;0,366193667
06.12.2016;NA;0,332204479;NA;NA;0,351793454
07.12.2016;NA;NA;NA;NA;0,337761475
08.12.2016;NA;NA;NA;NA;NA
09.12.2016;NA;NA;NA;NA;NA
10.12.2016;NA;NA;NA;NA;NA
11.12.2016;NA;NA;NA;NA;NA
12.12.2016;NA;NA;NA;NA;NA
13.12.2016;NA;NA;NA;NA;NA
14.12.2016;NA;NA;NA;NA;NA
15.12.2016;NA;NA;NA;NA;NA
16.12.2016;NA;NA;NA;NA;NA
17.12.2016;NA;NA;NA;NA;NA
18.12.2016;NA;NA;NA;NA;NA
19.12.2016;NA;NA;NA;NA;NA
20.12.2016;NA;NA;NA;NA;NA
21.12.2016;NA;NA;NA;NA;NA
22.12.2016;NA;NA;NA;NA;NA
23.12.2016;NA;NA;NA;NA;NA
24.12.2016;NA;NA;NA;NA;NA
25.12.2016;NA;NA;NA;NA;NA
26.12.2016;NA;NA;NA;NA;NA
27.12.2016;NA;NA;NA;NA;NA
28.12.2016;NA;NA;NA;NA;NA
29.12.2016;NA;NA;NA;NA;NA
30.12.2016;NA;NA;NA;NA;NA
31.12.2016;NA;NA;NA;NA;NA
01.01.2017;NA;NA;NA;NA;NA
02.01.2017;NA;NA;NA;NA;NA
03.01.2017;NA;NA;NA;NA;NA
04.01.2017;NA;NA;NA;NA;NA
05.01.2017;NA;NA;NA;NA;NA
06.01.2017;NA;NA;NA;NA;NA
07.01.2017;NA;NA;NA;NA;NA
08.01.2017;NA;NA;NA;NA;NA
09.01.2017;NA;NA;NA;NA;NA
10.01.2017;NA;NA;NA;NA;NA
